"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA050 Sex differences: gathering,Code: EA050 Sex differences: gathering,Description: EA050 Sex differences: gathering,Comment: EA050 Sex differences: gathering,Subcase: EA050 Sex differences: gathering,References: EA050 Sex differences: gathering,Focal Year: EA052 Sex Differences: fishing,Code: EA052 Sex Differences: fishing,Description: EA052 Sex Differences: fishing,Comment: EA052 Sex Differences: fishing,Subcase: EA052 Sex Differences: fishing,References: EA052 Sex Differences: fishing,Focal Year: EA054 Sex differences: agriculture,Code: EA054 Sex differences: agriculture,Description: EA054 Sex differences: agriculture,Comment: EA054 Sex differences: agriculture,Subcase: EA054 Sex differences: agriculture,References: EA054 Sex differences: agriculture,Focal Year: EA051 Sex differences: hunting,Code: EA051 Sex differences: hunting,Description: EA051 Sex differences: hunting,Comment: EA051 Sex differences: hunting,Subcase: EA051 Sex differences: hunting,References: EA051 Sex differences: hunting
Ethnographic Atlas,Myaamia,Nf4,xd1238,Miami (Nf4),40.0,-86.0,40.0,-86.0,miam1252,Miami,mia,Algic,1720,6,"Females alone perform the activity, male participation being negligible",,,Morgan(1871); Kinietz(1940b); ,,NA,Missing data,,,,1720,6,"Females alone perform the activity, male participation being negligible",,,Morgan(1871); Kinietz(1940b); ,1720,1,"Males alone perform the activity, female participation being negligible",,,Morgan(1871); Kinietz(1940b); 
Ethnographic Atlas,Jordanians,Cj6,xd592,Jordanians (Cj6),32.0,36.0,32.0,36.0,sout3123,South Levantine Arabic,ajp,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Gagu,Af51,xd232,Gagu (Af51),7.0,-6.0,7.0,-6.0,gagu1242,Gagu,ggu,Mande,1920,1,"Males alone perform the activity, female participation being negligible",,,Tauxier(1924a); ,1920,6,"Females alone perform the activity, male participation being negligible",,,Tauxier(1924a); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Tauxier(1924a); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Tauxier(1924a); 
Ethnographic Atlas,Bemba,Ac3,xd55,Bemba (Ac3),-11.0,31.0,-11.0,31.0,town1238,Town Bemba,,Atlantic-Congo,1900,5,"Both sexes participate, but females do appreciably more than males",,Zambia branch,Richards(1968); Delhaise(1908); Richards(1956); Richards(1951); Richards(1950); Richards(1948); Richards(1940b); Richards(1940a); Richards(1939); Richards and Tardits(1974); Gouldsbury and Sheane(1911); Tardits(1974); Richards(1971); ,1900,2,"Both sexes participate, but males do appreciably more than females",,Zambia branch,Richards(1968); Delhaise(1908); Richards(1956); Richards(1951); Richards(1950); Richards(1948); Richards(1940b); Richards(1940a); Richards(1939); Richards and Tardits(1974); Gouldsbury and Sheane(1911); Tardits(1974); Richards(1971); ,1900,5,"Both sexes participate, but females do appreciably more than males",,Zambia branch,Richards(1968); Delhaise(1908); Richards(1956); Richards(1951); Richards(1950); Richards(1948); Richards(1940b); Richards(1940a); Richards(1939); Richards and Tardits(1974); Gouldsbury and Sheane(1911); Tardits(1974); Richards(1971); ,1900,1,"Males alone perform the activity, female participation being negligible",,Zambia branch,Richards(1968); Delhaise(1908); Richards(1956); Richards(1951); Richards(1950); Richards(1948); Richards(1940b); Richards(1940a); Richards(1939); Richards and Tardits(1974); Gouldsbury and Sheane(1911); Tardits(1974); Richards(1971); 
Ethnographic Atlas,Macassarese,Ic1,xd759,Macassarese (Ic1),-5.31,119.69,-5.0,119.0,maka1311,Makasar,mak,Austronesian,1940,9,The activity is absent or unimportant in the particular society,,Borongloe,Chabot(1950); ,1940,1,"Males alone perform the activity, female participation being negligible",,Borongloe,Chabot(1950); ,1940,2,"Both sexes participate, but males do appreciably more than females",,Borongloe,Chabot(1950); ,1940,9,The activity is absent or unimportant in the particular society,,Borongloe,Chabot(1950); 
Ethnographic Atlas,Ngere,Af56,xd237,Ngere (Af56),7.0,-8.0,7.0,-8.0,dann1241,Dan,daf,Mande,,NA,Missing data,,,,1930,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Gio of the Ivory Coast,Schwab(1947); Viard(1934); ,1930,5,"Both sexes participate, but females do appreciably more than males",,with special reference to the Gio of the Ivory Coast,Schwab(1947); Viard(1934); ,1930,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Gio of the Ivory Coast,Schwab(1947); Viard(1934); 
Ethnographic Atlas,Ajie,Ih5,xd871,Ajie (Ih5),-21.37,165.47,-22.0,165.0,ajie1238,Ajië,aji,Austronesian,,NA,Missing data,,,,,NA,Missing data,,,,1860,5,"Both sexes participate, but females do appreciably more than males",,Neje Chiefdom,Guiart(1956b); Leenhardt(1930); Leenhardt(1937); Guiart(1963); Barrau(1956); ,,NA,Missing data,,,
Ethnographic Atlas,Lamba,Ac5,xd71,Lamba (Ac5),-13.0,28.0,-13.0,28.0,lamb1271,Lamba,lam,Atlantic-Congo,1920,9,The activity is absent or unimportant in the particular society,,,Mitchell and Barnes(1950); Doke(1931); ,1920,2,"Both sexes participate, but males do appreciably more than females",,,Mitchell and Barnes(1950); Doke(1931); ,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Mitchell and Barnes(1950); Doke(1931); ,1920,1,"Males alone perform the activity, female participation being negligible",There are also professional hippopotamus hunters,,Mitchell and Barnes(1950); Doke(1931); 
Ethnographic Atlas,Lovedu,Ab14,xd15,Lovedu (Ab14),-24.0,31.0,-24.0,31.0,lobe1242,Lobedu,,Atlantic-Congo,1930,6,"Females alone perform the activity, male participation being negligible",,,Krige and Krige(1943); ,1930,9,The activity is absent or unimportant in the particular society,,,Krige and Krige(1943); ,1930,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Krige and Krige(1943); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Krige and Krige(1943); 
Ethnographic Atlas,Tura,Af53,xd234,Tura (Af53),8.0,-7.0,8.0,-7.0,tour1242,Toura (Côte d'Ivoire),neb,Mande,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Guaica,Sd4,xd1356,Waica (Sd4),2.0,-65.0,2.0,-65.0,yano1262,Yanomámi,wca,Yanomam,,NA,Missing data,,,,1950,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Zerries(1954); Barker(1953); ,1950,5,"Both sexes participate, but females do appreciably more than males",,,Zerries(1954); Barker(1953); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Zerries(1954); Barker(1953); 
Ethnographic Atlas,Azjer,Cc11,xd489,Azjer (Cc11),25.0,10.0,25.0,10.0,ghat1242,Ghat,,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Hill Bhuiya,Eg7,xd683,Hill Bhuiya (Eg7),21.0,85.0,21.0,85.0,nucl1284,Nuclear Oriya,ori,Indo-European,1930,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Pauri or Hill Bhuiya,Roy(1935); ,1930,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Pauri or Hill Bhuiya,Roy(1935); ,1930,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Pauri or Hill Bhuiya,Roy(1935); ,1930,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Pauri or Hill Bhuiya,Roy(1935); 
Ethnographic Atlas,Tsamai,Ca17,xd423,Tsamai (Ca17),5.0,37.0,5.0,37.0,tsam1247,Tsamai,tsb,Afro-Asiatic,,NA,Missing data,,,,1950,9,The activity is absent or unimportant in the particular society,,,Fleming(1965); Jensen(1959); ,1950,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Fleming(1965); Jensen(1959); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Fleming(1965); Jensen(1959); 
Ethnographic Atlas,Kakwa,Aj14,xd389,Kakwa (Aj14),4.0,31.0,4.0,31.0,kakw1240,Kakwa,keo,Nilotic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Serer,Ag22,xd258,Serer (Ag22),14.0,-12.0,14.0,-12.0,sere1260,Serer,srr,Atlantic-Congo,,NA,Missing data,,,,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,with special reference to those of Sine,Fayet(1939); Dulphy(1939); Bourgeau(1933); Aujas(1931); ,1920,2,"Both sexes participate, but males do appreciably more than females",,with special reference to those of Sine,Fayet(1939); Dulphy(1939); Bourgeau(1933); Aujas(1931); ,1920,1,"Males alone perform the activity, female participation being negligible",,with special reference to those of Sine,Fayet(1939); Dulphy(1939); Bourgeau(1933); Aujas(1931); 
Ethnographic Atlas,Lawa,Ej12,xd719,Lawa (Ej12),18.0,98.0,18.0,98.0,west2396,Western Lawa,lcp,Austroasiatic,1960,9,The activity is absent or unimportant in the particular society,,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); ,1960,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); ,1960,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); ,1960,1,"Males alone perform the activity, female participation being negligible",,,Kunstadter(1966); Le Bar et al.(1964a); Kunstadter(1965); 
Ethnographic Atlas,Irish,Cg3,xd543,Irish (Cg3),53.0,-9.0,53.0,-9.0,iris1253,Irish,gle,Indo-European,1930,9,The activity is absent or unimportant in the particular society,,County Clare,Arensberg and Kimball(1940); O'Donoghue(1958); Evans(1957); Kane(1970); Cresswell(1969); Kane(1972); ,,NA,Missing data,,,,1930,2,"Both sexes participate, but males do appreciably more than females",,County Clare,Arensberg and Kimball(1940); O'Donoghue(1958); Evans(1957); Kane(1970); Cresswell(1969); Kane(1972); ,1930,1,"Males alone perform the activity, female participation being negligible",,County Clare,Arensberg and Kimball(1940); O'Donoghue(1958); Evans(1957); Kane(1970); Cresswell(1969); Kane(1972); 
Ethnographic Atlas,Yakut,Ec2,xd628,Yakut (Ec2),65.0,125.0,65.0,125.0,yaku1245,Yakut,sah,Turkic,1900,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Yakutsk district,Gayton(1948b); Chodzidlo(1951); Jochelson(1933); Sumner(1901); Priklonskii(1953); ,1900,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Yakutsk district,Gayton(1948b); Chodzidlo(1951); Jochelson(1933); Sumner(1901); Priklonskii(1953); ,1900,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Yakutsk district,Gayton(1948b); Chodzidlo(1951); Jochelson(1933); Sumner(1901); Priklonskii(1953); ,1900,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Yakutsk district,Gayton(1948b); Chodzidlo(1951); Jochelson(1933); Sumner(1901); Priklonskii(1953); 
Ethnographic Atlas,Jie,Aj21,xd397,Jie (Aj21),3.0,34.0,3.0,34.0,jiee1239,Jie,,Nilotic,,NA,Missing data,,,,1930,9,The activity is absent or unimportant in the particular society,,,Wayland(1931); Gulliver(1965); Gulliver(1955); Gulliver(1953); Gulliver and Gulliver(1953); ,1930,5,"Both sexes participate, but females do appreciably more than males",,,Wayland(1931); Gulliver(1965); Gulliver(1955); Gulliver(1953); Gulliver and Gulliver(1953); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Wayland(1931); Gulliver(1965); Gulliver(1955); Gulliver(1953); Gulliver and Gulliver(1953); 
Ethnographic Atlas,Midobi,Cb11,xd460,Midobi (Cb11),16.0,27.0,16.0,27.0,mido1240,Midob,mei,Nubian,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Bunun,Ia10,xd733,Bunun (Ia10),24.0,121.0,24.0,121.0,bunu1267,Bunun,bnn,Austronesian,,NA,Missing data,,,,1930,9,The activity is absent or unimportant in the particular society,,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); ,1930,5,"Both sexes participate, but females do appreciably more than males",,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); 
Ethnographic Atlas,Ewe,Af36,xd215,Ewe (Af36),7.0,1.0,7.0,1.0,aguu1242,Agu (Ewe),,Atlantic-Congo,,NA,Missing data,,,,1900,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); ,1900,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); ,1900,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); 
Ethnographic Atlas,Daza,Cc14,xd492,Daza (Cc14),17.0,18.0,17.0,18.0,daza1242,Dazaga,dzg,Saharan,1880,6,"Females alone perform the activity, male participation being negligible",,,Cline(1950); Carbou(1912); Le Coeur(1956); Bouillé(1937); Lebeuf(1959); Nachtigal(1881a); Chapelle(1957b); ,1880,6,"Females alone perform the activity, male participation being negligible",,,Cline(1950); Carbou(1912); Le Coeur(1956); Bouillé(1937); Lebeuf(1959); Nachtigal(1881a); Chapelle(1957b); ,1880,NA,Missing data,Agriculture is performed mainly by slaves and serfs,,Cline(1950); Carbou(1912); Le Coeur(1956); Bouillé(1937); Lebeuf(1959); Nachtigal(1881a); Chapelle(1957b); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Cline(1950); Carbou(1912); Le Coeur(1956); Bouillé(1937); Lebeuf(1959); Nachtigal(1881a); Chapelle(1957b); 
Ethnographic Atlas,Buem,Af37,xd216,Buem (Af37),7.22,0.46,3.0,1.0,siwu1238,Siwu,akp,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Subanun,Ia4,xd744,Subanun (Ia4),8.0,123.0,8.0,123.0,cent2089,Central Subanen,syb,Austronesian,1950,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Eastern Subanun,Christie(1909); Frake(1960); Frake(1955); ,1950,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Eastern Subanun,Christie(1909); Frake(1960); Frake(1955); ,1950,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Eastern Subanun,Christie(1909); Frake(1960); Frake(1955); ,1950,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Eastern Subanun,Christie(1909); Frake(1960); Frake(1955); 
Ethnographic Atlas,Kafa,Ca30,xd438,Kafa (Ca30),7.0,36.0,7.0,36.0,kafa1242,Kafa,kbr,Ta-Ne-Omotic,,NA,Missing data,,,,1890,1,"Males alone perform the activity, female participation being negligible",By an outcaste group (Manjo hunters),Kafa Kingdom,Huntingford(1955b); Bieber(1920-23); Cerulli(1932-33); ,,NA,Missing data,,,,1890,1,"Males alone perform the activity, female participation being negligible",,Kafa Kingdom,Huntingford(1955b); Bieber(1920-23); Cerulli(1932-33); 
Ethnographic Atlas,Bolewa,Cb7,xd484,Bolewa (Cb7),11.0,11.0,11.0,11.0,nucl1695,Nuclear Bole,bol,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Meek(1931c); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Meek(1931c); 
Ethnographic Atlas,Mistissini Cree,Na45,xd1062,Mistassini (Na45),51.75,-72.66,51.75,-72.66,sout2978,Southern East Cree,crj,Algic,1900,6,"Females alone perform the activity, male participation being negligible",,,Speck(1930); Rogers(1963); Rogers and Rogers(1963); Speck(1923); ,1900,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Speck(1930); Rogers(1963); Rogers and Rogers(1963); Speck(1923); ,1900,9,The activity is absent or unimportant in the particular society,,,Speck(1930); Rogers(1963); Rogers and Rogers(1963); Speck(1923); ,1900,2,"Both sexes participate, but males do appreciably more than females",,,Speck(1930); Rogers(1963); Rogers and Rogers(1963); Speck(1923); 
Ethnographic Atlas,Ili-Mandiri,Ic7,xd769,Ili-Mandiri (Ic7),-8.33,122.85,-8.0,123.0,lama1277,Lamaholot,slp,Austronesian,,NA,Missing data,,,,,NA,Missing data,,,,1920,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the village of Leloba in E. Flores,Vatter(1932); ,,NA,Missing data,,,
Ethnographic Atlas,Mamvu,Ai5,xd379,Mamvu (Ai5),3.0,29.0,3.0,29.0,mamv1243,Mamvu,mdi,Central Sudanic,,NA,Missing data,,,,1920,9,The activity is absent or unimportant in the particular society,,,Van Geluwe(1957); Czekanowski(1924e); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Van Geluwe(1957); Czekanowski(1924e); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Van Geluwe(1957); Czekanowski(1924e); 
Ethnographic Atlas,Sagada,Ia2,xd742,Sagada (Ia2),17.0,121.0,17.0,121.0,nort2877,Northern Kankanay,xnn,Austronesian,1950,9,The activity is absent or unimportant in the particular society,,,Bacdayan(1962); Eggan(1960); ,1950,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Bacdayan(1962); Eggan(1960); ,1950,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Bacdayan(1962); Eggan(1960); ,1950,1,"Males alone perform the activity, female participation being negligible",,,Bacdayan(1962); Eggan(1960); 
Ethnographic Atlas,Kaska,Na4,xd1056,Kaska (Na4),59.0,-128.0,59.0,-128.0,kask1239,Kaska,kkz,Athapaskan-Eyak-Tlingit,1920,6,"Females alone perform the activity, male participation being negligible",,Upper Liard and Dease River Group,Honigmann(1949); Underwood and Honigman(1947); Teit(1956); Honigmann(1954); ,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,Upper Liard and Dease River Group,Honigmann(1949); Underwood and Honigman(1947); Teit(1956); Honigmann(1954); ,1920,9,The activity is absent or unimportant in the particular society,,Upper Liard and Dease River Group,Honigmann(1949); Underwood and Honigman(1947); Teit(1956); Honigmann(1954); ,1920,1,"Males alone perform the activity, female participation being negligible",,Upper Liard and Dease River Group,Honigmann(1949); Underwood and Honigman(1947); Teit(1956); Honigmann(1954); 
